Risk_Item_ID,Year,Synthetic_Yield
5762,1969,-9999
5762,1970,-9999
5762,1971,-9999
5762,1972,-9999
5762,1973,-9999
5762,1974,-9999
5762,1975,-9999
5762,1976,-9999
5762,1977,-9999
5762,1978,-9999
5762,1979,-9999
5762,1980,-9999
5762,1981,-9999
5762,1982,-9999
5762,1983,-9999
5762,1984,-9999
5762,1985,-9999
5762,1986,-9999
5762,1987,-9999
5762,1988,-9999
5762,1989,-9999
5762,1990,-9999
5762,1991,-9999
5762,1992,-9999
5762,1993,-9999
5762,1994,-9999
5762,1995,-9999
5762,1996,-9999
5762,1997,-9999
5762,1998,-9999
5762,1999,-9999
5762,2000,-9999
5762,2001,-9999
5762,2002,-9999
5762,2003,-9999
5762,2004,-9999
5762,2005,-9999
5762,2006,-9999
5762,2007,-9999
5762,2008,-9999
5762,2009,-9999
5762,2010,-9999
5762,2011,-9999
5762,2012,-9999
5762,2013,-9999
5781,1969,0.49863414189170302
5781,1970,0.49847229189263298
5781,1971,0.496249243903987
5781,1972,0.49627600251472298
5781,1973,0.50003945014261397
5781,1974,0.49949527857785903
5781,1975,0.49762406306879298
5781,1976,0.49734913985266699
5781,1977,0.49438736794168198
5781,1978,0.49569871202864901
5781,1979,0.49580624768347797
5781,1980,0.49812858656891901
5781,1981,0.497923102932675
5781,1982,0.496547399856826
5781,1983,0.49376901138389201
5781,1984,0.49587515388393
5781,1985,0.496419574337643
5781,1986,0.49461303957758501
5781,1987,0.49559197417508999
5781,1988,0.49592081518127301
5781,1989,0.49842088981449301
5781,1990,0.49377069698996401
5781,1991,0.49399615594039498
5781,1992,0.49453884065959203
5781,1993,0.49489209940710899
5781,1994,0.49867002809264399
5781,1995,0.49842290941017398
5781,1996,0.50214940066527702
5781,1997,0.49347067246312598
5781,1998,0.49571129364656003
5781,1999,0.499088313927399
5781,2000,0.49527079343677799
5781,2001,0.49586641562884298
5781,2002,0.49557880679393901
5781,2003,0.49540706228991299
5781,2004,0.49700248500121702
5781,2005,0.49174394745521699
5781,2006,0.49825228776753
5781,2007,0.49928139568116697
5781,2008,0.50177131623135995
5781,2009,0.49970626680312802
5781,2010,0.50162434639857401
5781,2011,0.49914162814035701
5781,2012,0.48945833288012802
5781,2013,0.49834300544939403
5788,1969,0.47968725599194201
5788,1970,0.40094975375723901
5788,1971,0.48255618325311
5788,1972,0.42937986720507998
5788,1973,0.55956887710799197
5788,1974,0.47810532522794502
5788,1975,0.402683341844983
5788,1976,0.58616289504778296
5788,1977,0.28919009750736002
5788,1978,0.32444028511261302
5788,1979,0.44234012840690901
5788,1980,0.44003316605263498
5788,1981,0.41614262472437102
5788,1982,0.46698231166002402
5788,1983,0.31777506122724902
5788,1984,0.34404209425301502
5788,1985,0.451525063368032
5788,1986,0.39035028542307698
5788,1987,0.36630068973257901
5788,1988,0.36600383103293799
5788,1989,0.39982831069451302
5788,1990,0.226166538128908
5788,1991,0.278538098165034
5788,1992,0.213074935846431
5788,1993,0.30878672055129502
5788,1994,0.58410137208718704
5788,1995,0.405316200011268
5788,1996,0.56525485096116601
5788,1997,0.36524598948998099
5788,1998,0.497035645786157
5788,1999,0.49183582006363602
5788,2000,0.37704071984417298
5788,2001,0.34895098617641401
5788,2002,0.44737201625152601
5788,2003,0.35454484810239401
5788,2004,0.368371359481727
5788,2005,0.29316192260053198
5788,2006,0.482708753146744
5788,2007,0.61612239895015497
5788,2008,0.71147055350763799
5788,2009,0.47229984363067301
5788,2010,0.62112282114595396
5788,2011,0.49569811537119701
5788,2012,0.28135510503198802
5788,2013,0.602731322107252
5790,1969,-9999
5790,1970,-9999
5790,1971,-9999
5767,1969,-9999
5767,1970,-9999
5767,1971,-9999
5767,1972,-9999
5767,1973,-9999
5767,1974,-9999
5767,1975,-9999
5767,1976,-9999
5767,1977,-9999
5767,1978,-9999
5767,1979,-9999
5767,1980,-9999
5767,1981,-9999
5767,1982,-9999
5767,1983,-9999
5767,1984,-9999
5767,1985,-9999
5767,1986,-9999
5767,1987,-9999
5767,1988,-9999
5767,1989,-9999
5767,1990,-9999
5767,1991,-9999
5767,1992,-9999
5767,1993,-9999
5767,1994,-9999
5767,1995,-9999
5767,1996,-9999
5767,1997,-9999
5767,1998,-9999
5767,1999,-9999
5767,2000,-9999
5767,2001,-9999
5767,2002,-9999
5767,2003,-9999
5767,2004,-9999
5767,2005,-9999
5767,2006,-9999
5767,2007,-9999
5767,2008,-9999
5767,2009,-9999
5767,2010,-9999
5767,2011,-9999
5767,2012,-9999
5767,2013,-9999
5769,1969,0.53271162512145198
5769,1970,0.44593686227609203
5769,1971,0.41421877866884099
5769,1972,0.43024320983248598
5769,1973,0.44653167829657597
5769,1974,0.41888910734620399
5769,1975,0.44034931652807402
5769,1976,0.53720334355779498
5769,1977,0.42394510957992598
5769,1978,0.47748120458938198
5769,1979,0.461088216481015
5769,1980,0.51265661561589404
5769,1981,0.49198681749704298
5769,1982,0.46149770727337502
5769,1983,0.35928700923824097
5769,1984,0.41822669565523402
5769,1985,0.44110973765027001
5769,1986,0.40294069817060302
5769,1987,0.46514267608984999
5769,1988,0.430770215021409
5769,1989,0.40675334400676699
5769,1990,0.35601418027884602
5769,1991,0.39405055374127301
5769,1992,0.42375337787239098
5769,1993,0.39951550029093202
5769,1994,0.45280138016590799
5769,1995,0.47997057002637999
5769,1996,0.43973226753783301
5769,1997,0.412950022771779
5769,1998,0.40230659784855899
5769,1999,0.32885032350155302
5769,2000,0.46470402492315899
5769,2001,0.39588748604443202
5769,2002,0.44642839140540802
5769,2003,0.40865779171123801
5769,2004,0.41560959432411598
5769,2005,0.38052483007476801
5769,2006,0.50062940645398701
5769,2007,0.450644185476609
5769,2008,0.47645603779447299
5769,2009,0.47863060544104502
5769,2010,0.50723608519818897
5769,2011,0.49714454558836402
5769,2012,0.45114843894032303
5769,2013,0.493728734596038
5776,1969,0.44279764323727
5776,1970,0.29172874507839602
5776,1971,0.33817250913638103
5776,1972,0.251824876895822
5776,1973,0.30010185041798898
5776,1974,0.27816569821142201
5776,1975,0.24614522780657
5776,1976,0.56467090451073598
5776,1977,0.39022281472883003
5776,1978,0.44649828177159201
5776,1979,0.39996613362959099
5776,1980,0.54345331745603997
5776,1981,0.47070609015864201
5776,1982,0.43411668891420901
5776,1983,0.345856248447931
5776,1984,0.34321078626262802
5776,1985,0.42536178100034999
5776,1986,0.36505270741301699
5776,1987,0.39099330378334601
5776,1988,0.32103602582284801
5776,1989,0.336500188485923
5776,1990,0.23538169083827701
5776,1991,0.36285478216778699
5776,1992,0.357892147704434
5776,1993,0.316247496550223
5776,1994,0.44076468269288599
5776,1995,0.42875174385210901
5776,1996,0.37014583616042801
5776,1997,0.32919696268526399
5776,1998,0.27841310760750498
5776,1999,0.32845663264696001
5776,2000,0.39545656830696202
5776,2001,0.31414749442052298
5776,2002,0.36000463649903403
5776,2003,0.26817060656623898
5776,2004,0.28713538175391401
5776,2005,0.25872088539041199
5776,2006,0.41607165158631398
5776,2007,0.32418238164297097
5776,2008,0.37846115815637399
5776,2009,0.42204486577471101
5776,2010,0.47599149203388202
5776,2011,0.44130322312015302
5776,2012,0.361439914494047
5776,2013,0.44919498041925998
5778,1969,0.38218675398950003
5778,1970,0.37001570286190799
5778,1971,0.37034519148423001
5778,1972,0.37881387420851098
5778,1973,0.38582112432036703
5771,1969,0.36565047760957797
5771,1970,0.368597628406934
5771,1971,0.358147010282309
5771,1972,0.36339674272289502
5771,1973,0.37341788198098202
5771,1974,0.36560076284086201
5771,1975,0.36748435679846803
5771,1976,0.367928213031532
5771,1977,0.366192258891402
5771,1978,0.36909517985983398
5771,1979,0.36583250923201399
5771,1980,0.37268019001250702
5771,1981,0.36292133777246699
5771,1982,0.37115341228930598
5771,1983,0.36618562663994297
5771,1984,0.36521601021904798
5771,1985,0.37657198422705002
5771,1986,0.36668951057008398
5771,1987,0.36404545004372002
5771,1988,0.37073027295910799
5771,1989,0.36718848519032399
5771,1990,0.36341884416237002
5771,1991,0.36393287059443502
5771,1992,0.36580298035770997
5771,1993,0.36649724178606702
5771,1994,0.37090074684198199
5771,1995,0.37586732312773602
5771,1996,0.37289632252046201
5771,1997,0.36472641627052399
5771,1998,0.36416299147319497
5771,1999,0.37434565718385299
5771,2000,0.36409589412169402
5771,2001,0.37035205694679801
5771,2002,0.36491992476547103
5771,2003,0.37246190444597299
5771,2004,0.36663785838706398
5771,2005,0.36274658072337201
5771,2006,0.36991970570759702
5771,2007,0.37124740145225998
5771,2008,0.37812147565749599
5771,2009,0.37454827390483098
5771,2010,0.373308197889963
5771,2011,0.37489346194780099
5771,2012,0.36157194872596499
5771,2013,0.37131942690110697
5783,1969,0.54395658390090795
5783,1970,0.447838674988359
5783,1971,0.42169292526588398
5783,1972,0.439242078712197
5783,1973,0.48362741649885499
5783,1974,0.42063346572635701
5783,1975,0.48399853534549397
5783,1976,0.53045205749242796
5783,1977,0.50133977055005396
5783,1978,0.47875067825193002
5783,1979,0.450535333843334
5783,1980,0.58617064699126398
5783,1981,0.48747183975096497
5783,1982,0.49180685768492099
5783,1983,0.34395990402200299
5783,1984,0.40376978589699702
5783,1985,0.41308349243706399
5783,1986,0.42595529681538402
5783,1987,0.59478826709863597
5783,1988,0.39037074270294703
5783,1989,0.44559185333992801
5783,1990,0.34987268620522699
5783,1991,0.50237676457078295
5783,1992,0.50023351431342999
5783,1993,0.47171851466877301
5783,1994,0.53399880114315901
5783,1995,0.51518078079051099
5783,1996,0.47561384771182103
5783,1997,0.42279005424154198
5783,1998,0.42638397713737802
5783,1999,0.48958754130940002
5783,2000,0.50707523141024402
5783,2001,0.44016979561429997
5783,2002,0.38534430068893699
5783,2003,0.47066961191588302
5783,2004,0.405002545094512
5783,2005,0.31716649435210598
5783,2006,0.50118044818851204
5783,2007,0.38268957068209702
5783,2008,0.432057953494764
5783,2009,0.459109916506588
5783,2010,0.52212526904502299
5783,2011,0.50774127882731701
5783,2012,0.51351498174017196
5783,2013,0.48448020886169602
5797,1969,-9999
5797,1970,-9999
5797,1971,-9999
5797,1972,-9999
5797,1973,-9999
5797,1974,-9999
5797,1975,-9999
5797,1976,-9999
5797,1977,-9999
5797,1978,-9999
5797,1979,-9999
5797,1980,-9999
5797,1981,-9999
5797,1982,-9999
5797,1983,-9999
5797,1984,-9999
5797,1985,-9999
5797,1986,-9999
5797,1987,-9999
5797,1988,-9999
5797,1989,-9999
5797,1990,-9999
5797,1991,-9999
5797,1992,-9999
5797,1993,-9999
5797,1994,-9999
5797,1995,-9999
5797,1996,-9999
5797,1997,-9999
5797,1998,-9999
5797,1999,-9999
5797,2000,-9999
5797,2001,-9999
5797,2002,-9999
5797,2003,-9999
5797,2004,-9999
5797,2005,-9999
5797,2006,-9999
5797,2007,-9999
5797,2008,-9999
5797,2009,-9999
5797,2010,-9999
5797,2011,-9999
5797,2012,-9999
5797,2013,-9999
5801,1969,-9999
5801,1970,-9999
5801,1971,-9999
5801,1972,-9999
5801,1973,-9999
5801,1974,-9999
5761,1969,-9999
5761,1970,-9999
5761,1971,-9999
5761,1972,-9999
5761,1973,-9999
5761,1974,-9999
5761,1975,-9999
5761,1976,-9999
5761,1977,-9999
5761,1978,-9999
5761,1979,-9999
5761,1980,-9999
5761,1981,-9999
5761,1982,-9999
5761,1983,-9999
5761,1984,-9999
5761,1985,-9999
5761,1986,-9999
5761,1987,-9999
5761,1988,-9999
5761,1989,-9999
5761,1990,-9999
5761,1991,-9999
5761,1992,-9999
5761,1993,-9999
5761,1994,-9999
5761,1995,-9999
5761,1996,-9999
5761,1997,-9999
5761,1998,-9999
5761,1999,-9999
5761,2000,-9999
5761,2001,-9999
5761,2002,-9999
5761,2003,-9999
5761,2004,-9999
5761,2005,-9999
5761,2006,-9999
5761,2007,-9999
5761,2008,-9999
5761,2009,-9999
5761,2010,-9999
5761,2011,-9999
5761,2012,-9999
5761,2013,-9999
5784,1969,0.45347455642963702
5784,1970,0.358924632009891
5784,1971,0.39879941387984202
5784,1972,0.42086170340443402
5784,1973,0.454310626757508
5784,1974,0.40434643483791999
5784,1975,0.38547532818711999
5784,1976,0.451503936302866
5784,1977,0.38011555161586702
5784,1978,0.42122259213215002
5784,1979,0.38337202865513997
5784,1980,0.42209816072929202
5784,1981,0.42780452583351802
5784,1982,0.40507431761144702
5784,1983,0.33306571255657502
5784,1984,0.359228783434278
5784,1985,0.37644446185952002
5784,1986,0.40089598979902102
5784,1987,0.39005292714937601
5784,1988,0.373228325155051
5784,1989,0.37693852888417201
5784,1990,0.30374633438419102
5784,1991,0.33292120458195701
5784,1992,0.35689093550223999
5784,1993,0.37756246935400301
5784,1994,0.43820597684097001
5784,1995,0.38826872326209999
5784,1996,0.43031486615511599
5784,1997,0.382099349430361
5784,1998,0.42731154199668298
5784,1999,0.43069747325325902
5784,2000,0.395044914660103
5784,2001,0.38802460412499801
5784,2002,0.42579137848714099
5784,2003,0.37782345522293997
5784,2004,0.38836792490736799
5784,2005,0.38075199089807399
5784,2006,0.45446649361323299
5784,2007,0.42217364984101502
5784,2008,0.48524169781460103
5784,2009,0.45570977094172799
5784,2010,0.49100563871777603
5784,2011,0.480919951659732
5784,2012,0.42348769567953098
5784,2013,0.46821457324874899
5785,1969,-9999
5785,1970,-9999
5785,1971,-9999
5785,1972,-9999
5785,1973,-9999
5785,1974,-9999
5785,1975,-9999
5785,1976,-9999
5785,1977,-9999
5785,1978,-9999
5785,1979,-9999
5785,1980,-9999
5785,1981,-9999
5785,1982,-9999
5785,1983,-9999
5785,1984,-9999
5785,1985,-9999
5785,1986,-9999
5785,1987,-9999
5785,1988,-9999
5785,1989,-9999
5785,1990,-9999
5785,1991,-9999
5785,1992,-9999
5785,1993,-9999
5785,1994,-9999
5785,1995,-9999
5785,1996,-9999
5785,1997,-9999
5785,1998,-9999
5785,1999,-9999
5785,2000,-9999
5785,2001,-9999
5785,2002,-9999
5785,2003,-9999
5785,2004,-9999
5785,2005,-9999
5785,2006,-9999
5785,2007,-9999
5785,2008,-9999
5785,2009,-9999
5785,2010,-9999
5785,2011,-9999
5785,2012,-9999
5785,2013,-9999
5789,1969,0.46822844828347199
5789,1970,0.32738431364118298
5789,1971,0.38413570679438203
5789,1972,0.48601611443445603
5789,1973,0.664843908579698
5789,1974,0.47709371466466599
5789,1975,0.51177341047509195
5789,1976,0.60540634908329405
5789,1977,0.34653184335111298
5789,1978,0.56295153367267303
5789,1979,0.50820343779824195
5789,1980,0.61802009270368596
5789,1981,0.56351948799780904
5789,1982,0.38785096321894402
5778,1974,0.38067857140396499
5778,1975,0.38072573836093299
5778,1976,0.38592416254694301
5778,1977,0.37709948514146902
5778,1978,0.37616388463916101
5778,1979,0.37603793993203599
5778,1980,0.38323147240785799
5778,1981,0.37175590085031701
5778,1982,0.38250964324074199
5778,1983,0.37064718746137498
5778,1984,0.377045125219032
5778,1985,0.383959446758812
5778,1986,0.37162985966447398
5778,1987,0.374560680676638
5778,1988,0.37849250224770897
5778,1989,0.37407390917255401
5778,1990,0.36827306459652398
5778,1991,0.36674847862436
5778,1992,0.37100605999542002
5778,1993,0.37452614699414799
5778,1994,0.38527182032317803
5778,1995,0.39132300584552299
5778,1996,0.38424807710039499
5778,1997,0.37356105255543898
5778,1998,0.38020494723214499
5778,1999,0.37639344519703199
5778,2000,0.36535002298778102
5778,2001,0.376834779898575
5778,2002,0.38058155307487601
5778,2003,0.37736768712895602
5778,2004,0.37598207982598297
5778,2005,0.36850093132168299
5778,2006,0.38867095052899098
5778,2007,0.38019878726518602
5778,2008,0.388843725496686
5778,2009,0.38640695042498902
5778,2010,0.37860784305581402
5778,2011,0.39049876625924002
5778,2012,0.37805753030206202
5778,2013,0.38891713691152602
5804,1969,-9999
5804,1970,-9999
5804,1971,-9999
5804,1972,-9999
5804,1973,-9999
5804,1974,-9999
5804,1975,-9999
5804,1976,-9999
5804,1977,-9999
5804,1978,-9999
5804,1979,-9999
5804,1980,-9999
5804,1981,-9999
5804,1982,-9999
5804,1983,-9999
5804,1984,-9999
5804,1985,-9999
5804,1986,-9999
5804,1987,-9999
5804,1988,-9999
5804,1989,-9999
5804,1990,-9999
5804,1991,-9999
5804,1992,-9999
5804,1993,-9999
5804,1994,-9999
5804,1995,-9999
5804,1996,-9999
5804,1997,-9999
5804,1998,-9999
5804,1999,-9999
5804,2000,-9999
5804,2001,-9999
5804,2002,-9999
5804,2003,-9999
5804,2004,-9999
5804,2005,-9999
5804,2006,-9999
5804,2007,-9999
5804,2008,-9999
5804,2009,-9999
5804,2010,-9999
5804,2011,-9999
5804,2012,-9999
5804,2013,-9999
5814,1969,-9999
5814,1970,-9999
5814,1971,-9999
5814,1972,-9999
5814,1973,-9999
5814,1974,-9999
5814,1975,-9999
5814,1976,-9999
5814,1977,-9999
5814,1978,-9999
5814,1979,-9999
5814,1980,-9999
5814,1981,-9999
5814,1982,-9999
5814,1983,-9999
5814,1984,-9999
5814,1985,-9999
5814,1986,-9999
5814,1987,-9999
5814,1988,-9999
5814,1989,-9999
5814,1990,-9999
5814,1991,-9999
5814,1992,-9999
5814,1993,-9999
5814,1994,-9999
5814,1995,-9999
5814,1996,-9999
5814,1997,-9999
5814,1998,-9999
5814,1999,-9999
5814,2000,-9999
5814,2001,-9999
5814,2002,-9999
5814,2003,-9999
5814,2004,-9999
5814,2005,-9999
5814,2006,-9999
5814,2007,-9999
5814,2008,-9999
5814,2009,-9999
5814,2010,-9999
5814,2011,-9999
5814,2012,-9999
5814,2013,-9999
5826,1969,-9999
5826,1970,-9999
5826,1971,-9999
5826,1972,-9999
5826,1973,-9999
5826,1974,-9999
5826,1975,-9999
5826,1976,-9999
5826,1977,-9999
5826,1978,-9999
5826,1979,-9999
5826,1980,-9999
5826,1981,-9999
5826,1982,-9999
5826,1983,-9999
5826,1984,-9999
5826,1985,-9999
5826,1986,-9999
5826,1987,-9999
5826,1988,-9999
5826,1989,-9999
5826,1990,-9999
5826,1991,-9999
5790,1972,-9999
5790,1973,-9999
5790,1974,-9999
5790,1975,-9999
5790,1976,-9999
5790,1977,-9999
5790,1978,-9999
5790,1979,-9999
5790,1980,-9999
5790,1981,-9999
5790,1982,-9999
5790,1983,-9999
5790,1984,-9999
5790,1985,-9999
5790,1986,-9999
5790,1987,-9999
5790,1988,-9999
5790,1989,-9999
5790,1990,-9999
5790,1991,-9999
5790,1992,-9999
5790,1993,-9999
5790,1994,-9999
5790,1995,-9999
5790,1996,-9999
5790,1997,-9999
5790,1998,-9999
5790,1999,-9999
5790,2000,-9999
5790,2001,-9999
5790,2002,-9999
5790,2003,-9999
5790,2004,-9999
5790,2005,-9999
5790,2006,-9999
5790,2007,-9999
5790,2008,-9999
5790,2009,-9999
5790,2010,-9999
5790,2011,-9999
5790,2012,-9999
5790,2013,-9999
5791,1969,-9999
5791,1970,-9999
5791,1971,-9999
5791,1972,-9999
5791,1973,-9999
5791,1974,-9999
5791,1975,-9999
5791,1976,-9999
5791,1977,-9999
5791,1978,-9999
5791,1979,-9999
5791,1980,-9999
5791,1981,-9999
5791,1982,-9999
5791,1983,-9999
5791,1984,-9999
5791,1985,-9999
5791,1986,-9999
5791,1987,-9999
5791,1988,-9999
5791,1989,-9999
5791,1990,-9999
5791,1991,-9999
5791,1992,-9999
5791,1993,-9999
5791,1994,-9999
5791,1995,-9999
5791,1996,-9999
5791,1997,-9999
5791,1998,-9999
5791,1999,-9999
5791,2000,-9999
5791,2001,-9999
5791,2002,-9999
5791,2003,-9999
5791,2004,-9999
5791,2005,-9999
5791,2006,-9999
5791,2007,-9999
5791,2008,-9999
5791,2009,-9999
5791,2010,-9999
5791,2011,-9999
5791,2012,-9999
5791,2013,-9999
5800,1969,-9999
5800,1970,-9999
5800,1971,-9999
5800,1972,-9999
5800,1973,-9999
5800,1974,-9999
5800,1975,-9999
5800,1976,-9999
5800,1977,-9999
5800,1978,-9999
5800,1979,-9999
5800,1980,-9999
5800,1981,-9999
5800,1982,-9999
5800,1983,-9999
5800,1984,-9999
5800,1985,-9999
5800,1986,-9999
5800,1987,-9999
5800,1988,-9999
5800,1989,-9999
5800,1990,-9999
5800,1991,-9999
5800,1992,-9999
5800,1993,-9999
5800,1994,-9999
5800,1995,-9999
5800,1996,-9999
5800,1997,-9999
5800,1998,-9999
5800,1999,-9999
5800,2000,-9999
5800,2001,-9999
5800,2002,-9999
5800,2003,-9999
5800,2004,-9999
5800,2005,-9999
5800,2006,-9999
5800,2007,-9999
5800,2008,-9999
5800,2009,-9999
5800,2010,-9999
5800,2011,-9999
5800,2012,-9999
5800,2013,-9999
5807,1969,-9999
5807,1970,-9999
5807,1971,-9999
5807,1972,-9999
5807,1973,-9999
5807,1974,-9999
5807,1975,-9999
5807,1976,-9999
5807,1977,-9999
5807,1978,-9999
5807,1979,-9999
5807,1980,-9999
5807,1981,-9999
5807,1982,-9999
5807,1983,-9999
5807,1984,-9999
5807,1985,-9999
5807,1986,-9999
5807,1987,-9999
5807,1988,-9999
5807,1989,-9999
5807,1990,-9999
5807,1991,-9999
5807,1992,-9999
5807,1993,-9999
5807,1994,-9999
5807,1995,-9999
5807,1996,-9999
5807,1997,-9999
5807,1998,-9999
5807,1999,-9999
5801,1975,-9999
5801,1976,-9999
5801,1977,-9999
5801,1978,-9999
5801,1979,-9999
5801,1980,-9999
5801,1981,-9999
5801,1982,-9999
5801,1983,-9999
5801,1984,-9999
5801,1985,-9999
5801,1986,-9999
5801,1987,-9999
5801,1988,-9999
5801,1989,-9999
5801,1990,-9999
5801,1991,-9999
5801,1992,-9999
5801,1993,-9999
5801,1994,-9999
5801,1995,-9999
5801,1996,-9999
5801,1997,-9999
5801,1998,-9999
5801,1999,-9999
5801,2000,-9999
5801,2001,-9999
5801,2002,-9999
5801,2003,-9999
5801,2004,-9999
5801,2005,-9999
5801,2006,-9999
5801,2007,-9999
5801,2008,-9999
5801,2009,-9999
5801,2010,-9999
5801,2011,-9999
5801,2012,-9999
5801,2013,-9999
5805,1969,-9999
5805,1970,-9999
5805,1971,-9999
5805,1972,-9999
5805,1973,-9999
5805,1974,-9999
5805,1975,-9999
5805,1976,-9999
5805,1977,-9999
5805,1978,-9999
5805,1979,-9999
5805,1980,-9999
5805,1981,-9999
5805,1982,-9999
5805,1983,-9999
5805,1984,-9999
5805,1985,-9999
5805,1986,-9999
5805,1987,-9999
5805,1988,-9999
5805,1989,-9999
5805,1990,-9999
5805,1991,-9999
5805,1992,-9999
5805,1993,-9999
5805,1994,-9999
5805,1995,-9999
5805,1996,-9999
5805,1997,-9999
5805,1998,-9999
5805,1999,-9999
5805,2000,-9999
5805,2001,-9999
5805,2002,-9999
5805,2003,-9999
5805,2004,-9999
5805,2005,-9999
5805,2006,-9999
5805,2007,-9999
5805,2008,-9999
5805,2009,-9999
5805,2010,-9999
5805,2011,-9999
5805,2012,-9999
5805,2013,-9999
5818,1969,-9999
5818,1970,-9999
5818,1971,-9999
5818,1972,-9999
5818,1973,-9999
5818,1974,-9999
5818,1975,-9999
5818,1976,-9999
5818,1977,-9999
5818,1978,-9999
5818,1979,-9999
5818,1980,-9999
5818,1981,-9999
5818,1982,-9999
5818,1983,-9999
5818,1984,-9999
5818,1985,-9999
5818,1986,-9999
5818,1987,-9999
5818,1988,-9999
5818,1989,-9999
5818,1990,-9999
5818,1991,-9999
5818,1992,-9999
5818,1993,-9999
5818,1994,-9999
5818,1995,-9999
5818,1996,-9999
5818,1997,-9999
5818,1998,-9999
5818,1999,-9999
5818,2000,-9999
5818,2001,-9999
5818,2002,-9999
5818,2003,-9999
5818,2004,-9999
5818,2005,-9999
5818,2006,-9999
5818,2007,-9999
5818,2008,-9999
5818,2009,-9999
5818,2010,-9999
5818,2011,-9999
5818,2012,-9999
5818,2013,-9999
5822,1969,-9999
5822,1970,-9999
5822,1971,-9999
5822,1972,-9999
5822,1973,-9999
5822,1974,-9999
5822,1975,-9999
5822,1976,-9999
5822,1977,-9999
5822,1978,-9999
5822,1979,-9999
5822,1980,-9999
5822,1981,-9999
5822,1982,-9999
5822,1983,-9999
5822,1984,-9999
5822,1985,-9999
5822,1986,-9999
5822,1987,-9999
5822,1988,-9999
5822,1989,-9999
5822,1990,-9999
5822,1991,-9999
5822,1992,-9999
5822,1993,-9999
5822,1994,-9999
5822,1995,-9999
5822,1996,-9999
5822,1997,-9999
5822,1998,-9999
5822,1999,-9999
5822,2000,-9999
5822,2001,-9999
5822,2002,-9999
5789,1983,0.30933869301937
5789,1984,0.45322068689975697
5789,1985,0.42646500562011302
5789,1986,0.44109076480588799
5789,1987,0.42083830946587703
5789,1988,0.37516451575931298
5789,1989,0.47111634454764001
5789,1990,0.18619502457408599
5789,1991,0.39336259654396899
5789,1992,0.320441841149956
5789,1993,0.46383096510973598
5789,1994,0.61106864564327101
5789,1995,0.39455971764996101
5789,1996,0.55950648263152003
5789,1997,0.306382604196686
5789,1998,0.45526597245232597
5789,1999,0.56382855113631303
5789,2000,0.44046285707681199
5789,2001,0.44751949580023298
5789,2002,0.39765280361141297
5789,2003,0.38750577616895199
5789,2004,0.47255824846780198
5789,2005,0.20158122264004
5789,2006,0.56496966963061901
5789,2007,0.572751275177658
5789,2008,0.69557382436154302
5789,2009,0.57334148921708505
5789,2010,0.77328297691096304
5789,2011,0.70556937487774696
5789,2012,0.17859100792503699
5789,2013,0.62462154708372297
5794,1969,-9999
5794,1970,-9999
5794,1971,-9999
5794,1972,-9999
5794,1973,-9999
5794,1974,-9999
5794,1975,-9999
5794,1976,-9999
5794,1977,-9999
5794,1978,-9999
5794,1979,-9999
