Risk_Item_ID,Year,Historical_Yield
5762,1969,-9999
5762,1970,-9999
5762,1971,-9999
5762,1972,-9999
5762,1973,-9999
5762,1974,-9999
5762,1975,-9999
5762,1976,-9999
5762,1977,-9999
5762,1978,-9999
5762,1979,-9999
5762,1980,-9999
5762,1981,-9999
5762,1982,-9999
5762,1983,-9999
5762,1984,-9999
5762,1985,-9999
5762,1986,-9999
5762,1987,-9999
5762,1988,-9999
5762,1989,-9999
5762,1990,-9999
5762,1991,-9999
5762,1992,-9999
5762,1993,-9999
5762,1994,-9999
5762,1995,-9999
5762,1996,-9999
5762,1997,-9999
5762,1998,-9999
5762,1999,-9999
5762,2000,-9999
5762,2001,-9999
5762,2002,-9999
5762,2003,-9999
5762,2004,-9999
5762,2005,-9999
5762,2006,-9999
5762,2007,-9999
5762,2008,-9999
5762,2009,-9999
5762,2010,-9999
5762,2011,-9999
5762,2012,-9999
5762,2013,-9999
5781,1969,-9999
5781,1970,-9999
5781,1971,-9999
5781,1972,-9999
5781,1973,-9999
5781,1974,-9999
5781,1975,-9999
5781,1976,-9999
5781,1977,-9999
5781,1978,-9999
5781,1979,-9999
5781,1980,-9999
5781,1981,-9999
5781,1982,-9999
5781,1983,-9999
5781,1984,-9999
5781,1985,-9999
5781,1986,-9999
5781,1987,-9999
5781,1988,-9999
5781,1989,-9999
5781,1990,-9999
5781,1991,-9999
5781,1992,-9999
5781,1993,-9999
5781,1994,-9999
5781,1995,-9999
5781,1996,-9999
5781,1997,-9999
5781,1998,0.49419623655914002
5781,1999,0.49425806451612903
5781,2000,0.49131989247311803
5781,2001,0.49738172043010698
5781,2002,0.50144354838709704
5781,2003,0.49750537634408598
5781,2004,0.49956720430107499
5781,2005,0.49962903225806499
5781,2006,-9999
5781,2007,-9999
5781,2008,0.49581451612903199
5781,2009,0.501876344086021
5781,2010,0.49393817204301099
5781,2011,-9999
5781,2012,-9999
5781,2013,-9999
5788,1969,-9999
5788,1970,-9999
5788,1971,-9999
5788,1972,-9999
5788,1973,-9999
5788,1974,-9999
5788,1975,-9999
5788,1976,-9999
5788,1977,-9999
5788,1978,-9999
5788,1979,-9999
5788,1980,-9999
5788,1981,-9999
5788,1982,-9999
5788,1983,-9999
5788,1984,-9999
5788,1985,-9999
5788,1986,-9999
5788,1987,-9999
5788,1988,-9999
5788,1989,-9999
5788,1990,-9999
5788,1991,-9999
5788,1992,-9999
5788,1993,-9999
5788,1994,-9999
5788,1995,-9999
5788,1996,-9999
5788,1997,-9999
5788,1998,0.28499999999999998
5788,1999,0.33300000000000002
5788,2000,0.5
5788,2001,-9999
5788,2002,0.44400000000000001
5788,2003,0.55500000000000005
5788,2004,-9999
5788,2005,0.44400000000000001
5788,2006,0.5
5788,2007,0.40000000000000002
5788,2008,0.44400000000000001
5788,2009,0.375
5788,2010,0.75
5788,2011,-9999
5788,2012,-9999
5788,2013,-9999
5790,1969,-9999
5790,1970,-9999
5790,1971,-9999
5767,1969,-9999
5767,1970,-9999
5767,1971,-9999
5767,1972,-9999
5767,1973,-9999
5767,1974,-9999
5767,1975,-9999
5767,1976,-9999
5767,1977,-9999
5767,1978,-9999
5767,1979,-9999
5767,1980,-9999
5767,1981,-9999
5767,1982,-9999
5767,1983,-9999
5767,1984,-9999
5767,1985,-9999
5767,1986,-9999
5767,1987,-9999
5767,1988,-9999
5767,1989,-9999
5767,1990,-9999
5767,1991,-9999
5767,1992,-9999
5767,1993,-9999
5767,1994,-9999
5767,1995,-9999
5767,1996,-9999
5767,1997,-9999
5767,1998,-9999
5767,1999,-9999
5767,2000,-9999
5767,2001,-9999
5767,2002,-9999
5767,2003,-9999
5767,2004,-9999
5767,2005,-9999
5767,2006,-9999
5767,2007,-9999
5767,2008,-9999
5767,2009,-9999
5767,2010,-9999
5767,2011,-9999
5767,2012,-9999
5767,2013,-9999
5769,1969,-9999
5769,1970,-9999
5769,1971,-9999
5769,1972,-9999
5769,1973,-9999
5769,1974,-9999
5769,1975,-9999
5769,1976,-9999
5769,1977,-9999
5769,1978,-9999
5769,1979,-9999
5769,1980,-9999
5769,1981,-9999
5769,1982,-9999
5769,1983,-9999
5769,1984,-9999
5769,1985,-9999
5769,1986,-9999
5769,1987,-9999
5769,1988,-9999
5769,1989,-9999
5769,1990,-9999
5769,1991,-9999
5769,1992,-9999
5769,1993,-9999
5769,1994,-9999
5769,1995,-9999
5769,1996,-9999
5769,1997,-9999
5769,1998,0.5
5769,1999,-9999
5769,2000,-9999
5769,2001,0.44400000000000001
5769,2002,0.42799999999999999
5769,2003,0.375
5769,2004,0.5
5769,2005,0.40000000000000002
5769,2006,0.42799999999999999
5769,2007,0.33300000000000002
5769,2008,0.5
5769,2009,0.441
5769,2010,0.44400000000000001
5769,2011,-9999
5769,2012,-9999
5769,2013,-9999
5776,1969,-9999
5776,1970,-9999
5776,1971,-9999
5776,1972,-9999
5776,1973,-9999
5776,1974,-9999
5776,1975,-9999
5776,1976,-9999
5776,1977,-9999
5776,1978,-9999
5776,1979,-9999
5776,1980,-9999
5776,1981,-9999
5776,1982,-9999
5776,1983,-9999
5776,1984,-9999
5776,1985,-9999
5776,1986,-9999
5776,1987,-9999
5776,1988,-9999
5776,1989,-9999
5776,1990,-9999
5776,1991,-9999
5776,1992,-9999
5776,1993,-9999
5776,1994,-9999
5776,1995,-9999
5776,1996,-9999
5776,1997,-9999
5776,1998,0.33300000000000002
5776,1999,-9999
5776,2000,0.40000000000000002
5776,2001,-9999
5776,2002,-9999
5776,2003,-9999
5776,2004,0.33300000000000002
5776,2005,0.375
5776,2006,0.42799999999999999
5776,2007,0.33300000000000002
5776,2008,0.38400000000000001
5776,2009,0.40000000000000002
5776,2010,0.20000000000000001
5776,2011,-9999
5776,2012,-9999
5776,2013,-9999
5778,1969,-9999
5778,1970,-9999
5778,1971,-9999
5778,1972,-9999
5778,1973,-9999
5771,1969,-9999
5771,1970,-9999
5771,1971,-9999
5771,1972,-9999
5771,1973,-9999
5771,1974,-9999
5771,1975,-9999
5771,1976,-9999
5771,1977,-9999
5771,1978,-9999
5771,1979,-9999
5771,1980,-9999
5771,1981,-9999
5771,1982,-9999
5771,1983,-9999
5771,1984,-9999
5771,1985,-9999
5771,1986,-9999
5771,1987,-9999
5771,1988,-9999
5771,1989,-9999
5771,1990,-9999
5771,1991,-9999
5771,1992,-9999
5771,1993,-9999
5771,1994,-9999
5771,1995,-9999
5771,1996,-9999
5771,1997,-9999
5771,1998,0.373
5771,1999,-9999
5771,2000,-9999
5771,2001,-9999
5771,2002,-9999
5771,2003,0.36599999999999999
5771,2004,0.36799999999999999
5771,2005,0.371
5771,2006,0.38
5771,2007,0.37
5771,2008,0.36799999999999999
5771,2009,0.36099999999999999
5771,2010,0.36899999999999999
5771,2011,-9999
5771,2012,-9999
5771,2013,-9999
5783,1969,-9999
5783,1970,-9999
5783,1971,-9999
5783,1972,-9999
5783,1973,-9999
5783,1974,-9999
5783,1975,-9999
5783,1976,-9999
5783,1977,-9999
5783,1978,-9999
5783,1979,-9999
5783,1980,-9999
5783,1981,-9999
5783,1982,-9999
5783,1983,-9999
5783,1984,-9999
5783,1985,-9999
5783,1986,-9999
5783,1987,-9999
5783,1988,-9999
5783,1989,-9999
5783,1990,-9999
5783,1991,-9999
5783,1992,-9999
5783,1993,-9999
5783,1994,-9999
5783,1995,-9999
5783,1996,-9999
5783,1997,-9999
5783,1998,0.40000000000000002
5783,1999,0.5
5783,2000,0.40000000000000002
5783,2001,-9999
5783,2002,-9999
5783,2003,0.45400000000000001
5783,2004,0.57099999999999995
5783,2005,0.42799999999999999
5783,2006,0.5
5783,2007,0.36299999999999999
5783,2008,0.45400000000000001
5783,2009,0.40000000000000002
5783,2010,0.39100000000000001
5783,2011,-9999
5783,2012,-9999
5783,2013,-9999
5797,1969,-9999
5797,1970,-9999
5797,1971,-9999
5797,1972,-9999
5797,1973,-9999
5797,1974,-9999
5797,1975,-9999
5797,1976,-9999
5797,1977,-9999
5797,1978,-9999
5797,1979,-9999
5797,1980,-9999
5797,1981,-9999
5797,1982,-9999
5797,1983,-9999
5797,1984,-9999
5797,1985,-9999
5797,1986,-9999
5797,1987,-9999
5797,1988,-9999
5797,1989,-9999
5797,1990,-9999
5797,1991,-9999
5797,1992,-9999
5797,1993,-9999
5797,1994,-9999
5797,1995,-9999
5797,1996,-9999
5797,1997,-9999
5797,1998,-9999
5797,1999,-9999
5797,2000,-9999
5797,2001,-9999
5797,2002,-9999
5797,2003,-9999
5797,2004,-9999
5797,2005,-9999
5797,2006,-9999
5797,2007,-9999
5797,2008,-9999
5797,2009,-9999
5797,2010,-9999
5797,2011,-9999
5797,2012,-9999
5797,2013,-9999
5801,1969,-9999
5801,1970,-9999
5801,1971,-9999
5801,1972,-9999
5801,1973,-9999
5801,1974,-9999
5761,1969,-9999
5761,1970,-9999
5761,1971,-9999
5761,1972,-9999
5761,1973,-9999
5761,1974,-9999
5761,1975,-9999
5761,1976,-9999
5761,1977,-9999
5761,1978,-9999
5761,1979,-9999
5761,1980,-9999
5761,1981,-9999
5761,1982,-9999
5761,1983,-9999
5761,1984,-9999
5761,1985,-9999
5761,1986,-9999
5761,1987,-9999
5761,1988,-9999
5761,1989,-9999
5761,1990,-9999
5761,1991,-9999
5761,1992,-9999
5761,1993,-9999
5761,1994,-9999
5761,1995,-9999
5761,1996,-9999
5761,1997,-9999
5761,1998,-9999
5761,1999,-9999
5761,2000,-9999
5761,2001,-9999
5761,2002,-9999
5761,2003,-9999
5761,2004,-9999
5761,2005,-9999
5761,2006,-9999
5761,2007,-9999
5761,2008,-9999
5761,2009,-9999
5761,2010,-9999
5761,2011,-9999
5761,2012,-9999
5761,2013,-9999
5784,1969,-9999
5784,1970,-9999
5784,1971,-9999
5784,1972,-9999
5784,1973,-9999
5784,1974,-9999
5784,1975,-9999
5784,1976,-9999
5784,1977,-9999
5784,1978,-9999
5784,1979,-9999
5784,1980,-9999
5784,1981,-9999
5784,1982,-9999
5784,1983,-9999
5784,1984,-9999
5784,1985,-9999
5784,1986,-9999
5784,1987,-9999
5784,1988,-9999
5784,1989,-9999
5784,1990,-9999
5784,1991,-9999
5784,1992,-9999
5784,1993,-9999
5784,1994,-9999
5784,1995,-9999
5784,1996,-9999
5784,1997,-9999
5784,1998,0.42499999999999999
5784,1999,0.434
5784,2000,0.42499999999999999
5784,2001,-9999
5784,2002,0.432
5784,2003,0.41899999999999998
5784,2004,0.53300000000000003
5784,2005,0.40000000000000002
5784,2006,0.42799999999999999
5784,2007,0.38400000000000001
5784,2008,-9999
5784,2009,0.433
5784,2010,0.40000000000000002
5784,2011,-9999
5784,2012,-9999
5784,2013,-9999
5785,1969,-9999
5785,1970,-9999
5785,1971,-9999
5785,1972,-9999
5785,1973,-9999
5785,1974,-9999
5785,1975,-9999
5785,1976,-9999
5785,1977,-9999
5785,1978,-9999
5785,1979,-9999
5785,1980,-9999
5785,1981,-9999
5785,1982,-9999
5785,1983,-9999
5785,1984,-9999
5785,1985,-9999
5785,1986,-9999
5785,1987,-9999
5785,1988,-9999
5785,1989,-9999
5785,1990,-9999
5785,1991,-9999
5785,1992,-9999
5785,1993,-9999
5785,1994,-9999
5785,1995,-9999
5785,1996,-9999
5785,1997,-9999
5785,1998,0.41099999999999998
5785,1999,0.42799999999999999
5785,2000,-9999
5785,2001,-9999
5785,2002,-9999
5785,2003,0.57099999999999995
5785,2004,0.5
5785,2005,-9999
5785,2006,-9999
5785,2007,-9999
5785,2008,0.57099999999999995
5785,2009,0.5
5785,2010,-9999
5785,2011,-9999
5785,2012,-9999
5785,2013,-9999
5789,1969,-9999
5789,1970,-9999
5789,1971,-9999
5789,1972,-9999
5789,1973,-9999
5789,1974,-9999
5789,1975,-9999
5789,1976,-9999
5789,1977,-9999
5789,1978,-9999
5789,1979,-9999
5789,1980,-9999
5789,1981,-9999
5789,1982,-9999
5778,1974,-9999
5778,1975,-9999
5778,1976,-9999
5778,1977,-9999
5778,1978,-9999
5778,1979,-9999
5778,1980,-9999
5778,1981,-9999
5778,1982,-9999
5778,1983,-9999
5778,1984,-9999
5778,1985,-9999
5778,1986,-9999
5778,1987,-9999
5778,1988,-9999
5778,1989,-9999
5778,1990,-9999
5778,1991,-9999
5778,1992,-9999
5778,1993,-9999
5778,1994,-9999
5778,1995,-9999
5778,1996,-9999
5778,1997,-9999
5778,1998,0.377
5778,1999,-9999
5778,2000,-9999
5778,2001,0.38300000000000001
5778,2002,0.38500000000000001
5778,2003,0.38300000000000001
5778,2004,0.38100000000000001
5778,2005,0.38300000000000001
5778,2006,-9999
5778,2007,0.38100000000000001
5778,2008,-9999
5778,2009,-9999
5778,2010,0.36299999999999999
5778,2011,-9999
5778,2012,-9999
5778,2013,-9999
5804,1969,-9999
5804,1970,-9999
5804,1971,-9999
5804,1972,-9999
5804,1973,-9999
5804,1974,-9999
5804,1975,-9999
5804,1976,-9999
5804,1977,-9999
5804,1978,-9999
5804,1979,-9999
5804,1980,-9999
5804,1981,-9999
5804,1982,-9999
5804,1983,-9999
5804,1984,-9999
5804,1985,-9999
5804,1986,-9999
5804,1987,-9999
5804,1988,-9999
5804,1989,-9999
5804,1990,-9999
5804,1991,-9999
5804,1992,-9999
5804,1993,-9999
5804,1994,-9999
5804,1995,-9999
5804,1996,-9999
5804,1997,-9999
5804,1998,-9999
5804,1999,-9999
5804,2000,-9999
5804,2001,-9999
5804,2002,-9999
5804,2003,-9999
5804,2004,-9999
5804,2005,-9999
5804,2006,-9999
5804,2007,-9999
5804,2008,-9999
5804,2009,-9999
5804,2010,-9999
5804,2011,-9999
5804,2012,-9999
5804,2013,-9999
5814,1969,-9999
5814,1970,-9999
5814,1971,-9999
5814,1972,-9999
5814,1973,-9999
5814,1974,-9999
5814,1975,-9999
5814,1976,-9999
5814,1977,-9999
5814,1978,-9999
5814,1979,-9999
5814,1980,-9999
5814,1981,-9999
5814,1982,-9999
5814,1983,-9999
5814,1984,-9999
5814,1985,-9999
5814,1986,-9999
5814,1987,-9999
5814,1988,-9999
5814,1989,-9999
5814,1990,-9999
5814,1991,-9999
5814,1992,-9999
5814,1993,-9999
5814,1994,-9999
5814,1995,-9999
5814,1996,-9999
5814,1997,-9999
5814,1998,-9999
5814,1999,-9999
5814,2000,-9999
5814,2001,-9999
5814,2002,-9999
5814,2003,-9999
5814,2004,-9999
5814,2005,-9999
5814,2006,-9999
5814,2007,-9999
5814,2008,-9999
5814,2009,-9999
5814,2010,-9999
5814,2011,-9999
5814,2012,-9999
5814,2013,-9999
5826,1969,-9999
5826,1970,-9999
5826,1971,-9999
5826,1972,-9999
5826,1973,-9999
5826,1974,-9999
5826,1975,-9999
5826,1976,-9999
5826,1977,-9999
5826,1978,-9999
5826,1979,-9999
5826,1980,-9999
5826,1981,-9999
5826,1982,-9999
5826,1983,-9999
5826,1984,-9999
5826,1985,-9999
5826,1986,-9999
5826,1987,-9999
5826,1988,-9999
5826,1989,-9999
5826,1990,-9999
5826,1991,-9999
5790,1972,-9999
5790,1973,-9999
5790,1974,-9999
5790,1975,-9999
5790,1976,-9999
5790,1977,-9999
5790,1978,-9999
5790,1979,-9999
5790,1980,-9999
5790,1981,-9999
5790,1982,-9999
5790,1983,-9999
5790,1984,-9999
5790,1985,-9999
5790,1986,-9999
5790,1987,-9999
5790,1988,-9999
5790,1989,-9999
5790,1990,-9999
5790,1991,-9999
5790,1992,-9999
5790,1993,-9999
5790,1994,-9999
5790,1995,-9999
5790,1996,-9999
5790,1997,-9999
5790,1998,-9999
5790,1999,-9999
5790,2000,0.5
5790,2001,1
5790,2002,0.5
5790,2003,-9999
5790,2004,-9999
5790,2005,-9999
5790,2006,-9999
5790,2007,-9999
5790,2008,-9999
5790,2009,1
5790,2010,0.5
5790,2011,-9999
5790,2012,-9999
5790,2013,-9999
5791,1969,-9999
5791,1970,-9999
5791,1971,-9999
5791,1972,-9999
5791,1973,-9999
5791,1974,-9999
5791,1975,-9999
5791,1976,-9999
5791,1977,-9999
5791,1978,-9999
5791,1979,-9999
5791,1980,-9999
5791,1981,-9999
5791,1982,-9999
5791,1983,-9999
5791,1984,-9999
5791,1985,-9999
5791,1986,-9999
5791,1987,-9999
5791,1988,-9999
5791,1989,-9999
5791,1990,-9999
5791,1991,-9999
5791,1992,-9999
5791,1993,-9999
5791,1994,-9999
5791,1995,-9999
5791,1996,-9999
5791,1997,-9999
5791,1998,-9999
5791,1999,-9999
5791,2000,-9999
5791,2001,-9999
5791,2002,-9999
5791,2003,-9999
5791,2004,-9999
5791,2005,-9999
5791,2006,-9999
5791,2007,-9999
5791,2008,-9999
5791,2009,-9999
5791,2010,-9999
5791,2011,-9999
5791,2012,-9999
5791,2013,-9999
5800,1969,-9999
5800,1970,-9999
5800,1971,-9999
5800,1972,-9999
5800,1973,-9999
5800,1974,-9999
5800,1975,-9999
5800,1976,-9999
5800,1977,-9999
5800,1978,-9999
5800,1979,-9999
5800,1980,-9999
5800,1981,-9999
5800,1982,-9999
5800,1983,-9999
5800,1984,-9999
5800,1985,-9999
5800,1986,-9999
5800,1987,-9999
5800,1988,-9999
5800,1989,-9999
5800,1990,-9999
5800,1991,-9999
5800,1992,-9999
5800,1993,-9999
5800,1994,-9999
5800,1995,-9999
5800,1996,-9999
5800,1997,-9999
5800,1998,-9999
5800,1999,-9999
5800,2000,-9999
5800,2001,-9999
5800,2002,-9999
5800,2003,-9999
5800,2004,-9999
5800,2005,-9999
5800,2006,-9999
5800,2007,-9999
5800,2008,-9999
5800,2009,-9999
5800,2010,-9999
5800,2011,-9999
5800,2012,-9999
5800,2013,-9999
5807,1969,-9999
5807,1970,-9999
5807,1971,-9999
5807,1972,-9999
5807,1973,-9999
5807,1974,-9999
5807,1975,-9999
5807,1976,-9999
5807,1977,-9999
5807,1978,-9999
5807,1979,-9999
5807,1980,-9999
5807,1981,-9999
5807,1982,-9999
5807,1983,-9999
5807,1984,-9999
5807,1985,-9999
5807,1986,-9999
5807,1987,-9999
5807,1988,-9999
5807,1989,-9999
5807,1990,-9999
5807,1991,-9999
5807,1992,-9999
5807,1993,-9999
5807,1994,-9999
5807,1995,-9999
5807,1996,-9999
5807,1997,-9999
5807,1998,-9999
5807,1999,-9999
5801,1975,-9999
5801,1976,-9999
5801,1977,-9999
5801,1978,-9999
5801,1979,-9999
5801,1980,-9999
5801,1981,-9999
5801,1982,-9999
5801,1983,-9999
5801,1984,-9999
5801,1985,-9999
5801,1986,-9999
5801,1987,-9999
5801,1988,-9999
5801,1989,-9999
5801,1990,-9999
5801,1991,-9999
5801,1992,-9999
5801,1993,-9999
5801,1994,-9999
5801,1995,-9999
5801,1996,-9999
5801,1997,-9999
5801,1998,-9999
5801,1999,-9999
5801,2000,-9999
5801,2001,-9999
5801,2002,-9999
5801,2003,-9999
5801,2004,-9999
5801,2005,-9999
5801,2006,-9999
5801,2007,-9999
5801,2008,-9999
5801,2009,-9999
5801,2010,-9999
5801,2011,-9999
5801,2012,-9999
5801,2013,-9999
5805,1969,-9999
5805,1970,-9999
5805,1971,-9999
5805,1972,-9999
5805,1973,-9999
5805,1974,-9999
5805,1975,-9999
5805,1976,-9999
5805,1977,-9999
5805,1978,-9999
5805,1979,-9999
5805,1980,-9999
5805,1981,-9999
5805,1982,-9999
5805,1983,-9999
5805,1984,-9999
5805,1985,-9999
5805,1986,-9999
5805,1987,-9999
5805,1988,-9999
5805,1989,-9999
5805,1990,-9999
5805,1991,-9999
5805,1992,-9999
5805,1993,-9999
5805,1994,-9999
5805,1995,-9999
5805,1996,-9999
5805,1997,-9999
5805,1998,-9999
5805,1999,-9999
5805,2000,-9999
5805,2001,-9999
5805,2002,-9999
5805,2003,-9999
5805,2004,-9999
5805,2005,-9999
5805,2006,-9999
5805,2007,-9999
5805,2008,-9999
5805,2009,-9999
5805,2010,-9999
5805,2011,-9999
5805,2012,-9999
5805,2013,-9999
5818,1969,-9999
5818,1970,-9999
5818,1971,-9999
5818,1972,-9999
5818,1973,-9999
5818,1974,-9999
5818,1975,-9999
5818,1976,-9999
5818,1977,-9999
5818,1978,-9999
5818,1979,-9999
5818,1980,-9999
5818,1981,-9999
5818,1982,-9999
5818,1983,-9999
5818,1984,-9999
5818,1985,-9999
5818,1986,-9999
5818,1987,-9999
5818,1988,-9999
5818,1989,-9999
5818,1990,-9999
5818,1991,-9999
5818,1992,-9999
5818,1993,-9999
5818,1994,-9999
5818,1995,-9999
5818,1996,-9999
5818,1997,-9999
5818,1998,-9999
5818,1999,-9999
5818,2000,-9999
5818,2001,-9999
5818,2002,-9999
5818,2003,-9999
5818,2004,-9999
5818,2005,-9999
5818,2006,-9999
5818,2007,-9999
5818,2008,-9999
5818,2009,-9999
5818,2010,-9999
5818,2011,-9999
5818,2012,-9999
5818,2013,-9999
5822,1969,-9999
5822,1970,-9999
5822,1971,-9999
5822,1972,-9999
5822,1973,-9999
5822,1974,-9999
5822,1975,-9999
5822,1976,-9999
5822,1977,-9999
5822,1978,-9999
5822,1979,-9999
5822,1980,-9999
5822,1981,-9999
5822,1982,-9999
5822,1983,-9999
5822,1984,-9999
5822,1985,-9999
5822,1986,-9999
5822,1987,-9999
5822,1988,-9999
5822,1989,-9999
5822,1990,-9999
5822,1991,-9999
5822,1992,-9999
5822,1993,-9999
5822,1994,-9999
5822,1995,-9999
5822,1996,-9999
5822,1997,-9999
5822,1998,-9999
5822,1999,-9999
5822,2000,-9999
5822,2001,-9999
5822,2002,-9999
5789,1983,-9999
5789,1984,-9999
5789,1985,-9999
5789,1986,-9999
5789,1987,-9999
5789,1988,-9999
5789,1989,-9999
5789,1990,-9999
5789,1991,-9999
5789,1992,-9999
5789,1993,-9999
5789,1994,-9999
5789,1995,-9999
5789,1996,-9999
5789,1997,-9999
5789,1998,0.45100000000000001
5789,1999,0.441
5789,2000,0.45400000000000001
5789,2001,-9999
5789,2002,0.42299999999999999
5789,2003,0.45800000000000002
5789,2004,0.45400000000000001
5789,2005,0.42799999999999999
5789,2006,0.46999999999999997
5789,2007,0.40000000000000002
5789,2008,1
5789,2009,-9999
5789,2010,0.46999999999999997
5789,2011,-9999
5789,2012,-9999
5789,2013,-9999
5794,1969,-9999
5794,1970,-9999
5794,1971,-9999
5794,1972,-9999
5794,1973,-9999
5794,1974,-9999
5794,1975,-9999
5794,1976,-9999
5794,1977,-9999
5794,1978,-9999
5794,1979,-9999
5794,1980,-9999
5794,1981,-9999
5794,1982,-9999
5794,1983,-9999
5794,1984,-9999
5794,1985,-9999
5794,1986,-9999
5794,1987,-9999
5794,1988,-9999
5794,1989,-9999
5794,1990,-9999
5794,1991,-9999
5794,1992,-9999
5794,1993,-9999
5794,1994,-9999
5794,1995,-9999
5794,1996,-9999
5794,1997,-9999
5794,1998,-9999
5794,1999,-9999
5794,2000,-9999
5794,2001,-9999
5794,2002,-9999
5794,2003,-9999
5794,2004,-9999
5794,2005,-9999
5794,2006,-9999
5794,2007,-9999
5794,2008,-9999
5794,2009,-9999
5794,2010,-9999
5794,2011,-9999
5794,2012,-9999
5794,2013,-9999
5806,1969,-9999
5806,1970,-9999
5806,1971,-9999
5806,1972,-9999
5806,1973,-9999
5806,1974,-9999
5806,1975,-9999
5806,1976,-9999
5806,1977,-9999
5806,1978,-9999
5806,1979,-9999
5806,1980,-9999
5806,1981,-9999
5806,1982,-9999
5806,1983,-9999
5806,1984,-9999
5806,1985,-9999
5806,1986,-9999
5806,1987,-9999
5806,1988,-9999
5806,1989,-9999
5806,1990,-9999
5806,1991,-9999
5806,1992,-9999
5806,1993,-9999
5806,1994,-9999
5806,1995,-9999
5806,1996,-9999
5806,1997,-9999
5806,1998,-9999
5806,1999,-9999
5806,2000,-9999
5806,2001,-9999
5806,2002,-9999
5806,2003,-9999
5806,2004,-9999
5806,2005,-9999
5806,2006,-9999
5806,2007,-9999
5806,2008,-9999
5806,2009,-9999
5806,2010,-9999
5806,2011,-9999
5806,2012,-9999
5806,2013,-9999
5816,1969,-9999
5816,1970,-9999
5816,1971,-9999
5816,1972,-9999
5816,1973,-9999
5816,1974,-9999
5816,1975,-9999
5816,1976,-9999
5816,1977,-9999
5816,1978,-9999
5816,1979,-9999
5816,1980,-9999
5816,1981,-9999
5816,1982,-9999
5816,1983,-9999
5816,1984,-9999
5816,1985,-9999
5816,1986,-9999
5816,1987,-9999
5816,1988,-9999
5816,1989,-9999
5816,1990,-9999
5816,1991,-9999
5816,1992,-9999
5816,1993,-9999
5816,1994,-9999
5816,1995,-9999
5816,1996,-9999
5816,1997,-9999
5816,1998,-9999
5816,1999,-9999
5816,2000,-9999
5816,2001,-9999
5816,2002,-9999
5826,1992,-9999
5826,1993,-9999
5826,1994,-9999
5826,1995,-9999
5826,1996,-9999
5826,1997,-9999
5826,1998,-9999
5826,1999,-9999
5826,2000,-9999
5826,2001,-9999
5826,2002,-9999
5826,2003,-9999
5826,2004,-9999
5826,2005,-9999
5826,2006,-9999
5826,2007,-9999
5826,2008,-9999
5826,2009,-9999
5826,2010,-9999
5826,2011,-9999
5826,2012,-9999
5826,2013,-9999
5838,1969,-9999
5838,1970,-9999
5838,1971,-9999
5838,1972,-9999
5838,1973,-9999
5838,1974,-9999
5838,1975,-9999
5838,1976,-9999
5838,1977,-9999
5838,1978,-9999
5838,1979,-9999
5838,1980,-9999
5838,1981,-9999
5838,1982,-9999
5838,1983,-9999
5838,1984,-9999
5838,1985,-9999
5838,1986,-9999
5838,1987,-9999
5838,1988,-9999
5838,1989,-9999
5838,1990,-9999
5838,1991,-9999
5838,1992,-9999
5838,1993,-9999
